claim_id,claim_date,sale_id,repair_status
CL-80032,21/05/2024,QB-19118,Completed
CL-25911,01/07/2024,VQ-20465,Completed
CL-31738,09/02/2024,ER-489025,Pending
CL-84730,12/03/2024,JP-35615,Rejected
CL-30912,06/06/2024,MM-84705,Completed
CL-76869,20/04/2024,ZM-931146,Pending
CL-77740,04/10/2024,FB-81080,Pending
CL-49235,25/04/2024,JA-3501,Pending
CL-36735,18/01/2024,NT-651760,In Progress
CL-69398,01/06/2024,VR-71368,Pending
CL-78112,15/01/2024,AI-63628,In Progress
CL-47706,03/09/2024,BV-1160,Pending
CL-8759,14/03/2024,RF-44841,In Progress
CL-42128,11/10/2024,QQ-318962,Completed
CL-20193,10/10/2024,OJ-66729,In Progress
CL-8397,24/01/2024,CC-443280,In Progress
CL-91807,23/02/2024,WL-665885,Completed
CL-26223,26/04/2024,PO-63248,Rejected
CL-32779,05/07/2024,DU-71762,Rejected
CL-3355,01/04/2024,JM-752278,Completed
CL-69990,27/04/2024,SL-403449,Pending
CL-97068,17/01/2024,PU-30281,Completed
CL-15657,26/02/2024,FC-93178,In Progress
CL-27412,19/01/2024,UP-423527,Pending
CL-79948,25/09/2024,OT-6763,Rejected
CL-87782,21/07/2024,JT-91483,Rejected
CL-64868,25/05/2024,YW-52495,Pending
CL-50577,31/01/2024,BL-3001,Pending
CL-6991,10/07/2024,MJ-11812,In Progress
CL-56823,30/10/2024,MJ-397420,Completed
CL-7763,27/10/2024,NM-73657,Pending
CL-1938,23/09/2024,CX-97708,In Progress
CL-3949,24/09/2024,IC-01693,In Progress
CL-16354,10/04/2024,SE-25621,Rejected
CL-32376,26/08/2024,BR-2168,Pending
CL-68256,28/05/2024,MV-86729,In Progress
CL-33852,22/08/2024,MZ-28764,Pending
CL-52528,04/07/2024,GI-521287,Pending
CL-8846,16/05/2024,FG-10961,Pending
CL-70584,29/02/2024,DE-5393,Pending
CL-37283,21/01/2024,RZ-848920,In Progress
CL-2013,23/05/2024,AC-295352,Pending
CL-63529,26/04/2024,TK-15521,Pending
CL-18504,29/02/2024,FP-8768,In Progress
CL-42107,12/02/2024,SG-50346,In Progress
CL-78015,28/04/2024,CI-440937,Completed
CL-9446,19/10/2024,NO-81224,Rejected
CL-9016,04/10/2024,FI-6188,Completed
CL-54010,23/05/2024,IH-05342,Completed
CL-50751,11/06/2024,NK-66236,Pending
CL-46951,18/06/2024,JI-205044,Pending
CL-9711,04/08/2024,QX-1450,Completed
CL-3795,22/04/2024,BT-5679,Pending
CL-54910,24/10/2024,PB-04538,Rejected
CL-11515,25/02/2024,VV-6432,Pending
CL-1534,27/07/2024,GD-385590,In Progress
CL-7563,01/06/2024,SH-9159,Pending
CL-354,07/03/2024,CH-3282,Rejected
CL-94163,06/06/2024,EH-19584,In Progress
CL-7357,29/08/2024,FM-61968,Pending
CL-74175,05/07/2024,TH-2278,Pending
CL-1290,31/10/2024,NW-9657,In Progress
CL-6758,30/03/2024,BU-8839,Completed
CL-71681,09/02/2024,RR-053012,Completed
CL-96779,29/07/2024,HD-6288,Rejected
CL-1621,09/09/2024,NA-3486,In Progress
CL-93904,04/11/2024,QE-6406,Completed
CL-69885,16/05/2024,QF-000838,Pending
CL-4688,11/02/2024,AQ-806235,Pending
CL-62839,28/01/2024,WG-847390,Pending
CL-4282,27/06/2024,PY-05171,Pending
CL-10574,08/06/2024,FM-085994,In Progress
CL-53098,23/09/2024,PF-48173,Pending
CL-39665,25/02/2024,EX-303937,Pending
CL-6022,21/01/2024,WR-181984,In Progress
CL-33384,18/04/2024,QN-7500,Pending
CL-80149,09/08/2024,ED-08010,In Progress
CL-73193,19/10/2024,FF-122293,Completed
CL-61723,11/02/2024,OY-4101,Rejected
CL-6776,22/05/2024,XQ-16686,Rejected
CL-18606,13/07/2024,PV-02351,Rejected
CL-41439,01/01/2024,YK-87252,Pending
CL-1207,17/05/2024,UI-05088,Pending
CL-3163,26/05/2024,TX-8843,In Progress
CL-87827,23/05/2024,AS-482446,Completed
CL-90510,25/04/2024,WY-46282,Completed
CL-93144,11/11/2024,VI-033108,Completed
CL-9778,15/10/2024,CF-44780,Rejected
CL-76674,28/06/2024,FG-380564,Completed
CL-17227,30/10/2024,GA-6232,Rejected
CL-36909,22/05/2024,MT-7209,Completed
CL-41855,19/04/2024,NE-99680,Completed
CL-8631,31/10/2024,EW-05710,Pending
CL-5184,09/08/2024,CP-3684,In Progress
CL-6916,28/03/2024,UD-68811,Pending
CL-30063,29/03/2024,YO-704765,Pending
CL-679,30/07/2024,EQ-9891,Completed
CL-82836,19/05/2024,AE-435292,Rejected
CL-9033,10/10/2024,OZ-256721,Rejected
CL-62873,25/02/2024,SK-743158,Completed
CL-11722,18/08/2024,QL-46061,Completed
CL-98215,13/03/2024,ZV-981642,In Progress
CL-2906,27/07/2024,VX-19405,Rejected
CL-74137,04/09/2024,KL-646326,Rejected
CL-4545,05/07/2024,OJ-90643,In Progress
CL-37959,17/03/2024,PI-387184,In Progress
CL-44079,04/06/2024,PZ-797176,Rejected
CL-51238,31/05/2024,PO-46999,Completed
CL-60481,01/10/2024,MC-112537,In Progress
CL-46502,25/05/2024,TF-75883,Pending
CL-80232,08/09/2024,NS-17215,In Progress
CL-58164,10/01/2024,RM-5447,Rejected
CL-11296,04/11/2024,KC-2756,Pending
CL-89312,05/10/2024,FK-3942,Rejected
CL-4653,29/09/2024,HT-524646,Rejected
CL-9502,05/06/2024,NK-584349,Pending
CL-81110,01/02/2024,NN-49675,Completed
CL-32815,21/07/2024,WR-2449,Pending
CL-92788,01/02/2024,QS-61718,Completed
CL-95524,10/01/2024,QZ-9811,Completed
CL-6583,13/06/2024,XC-13937,Completed
CL-4356,30/03/2024,OB-8853,Pending
CL-53380,04/03/2024,FC-2351,Rejected
CL-62512,12/01/2024,LP-204598,In Progress
CL-72062,02/10/2024,HL-10956,Pending
CL-37290,09/02/2024,LD-58546,Completed
CL-4476,05/01/2024,VB-37967,Pending
CL-4806,08/10/2024,BC-341200,Completed
CL-77831,17/04/2024,BJ-282125,Completed
CL-2866,31/08/2024,JD-8560,In Progress
CL-8661,12/05/2024,CM-731849,Completed
CL-92588,01/10/2024,TV-96368,Pending
CL-87426,25/03/2024,EK-182041,Completed
CL-50491,07/11/2024,XZ-58732,Completed
CL-10826,22/10/2024,EZ-730093,In Progress
CL-54667,10/11/2024,HD-971274,Completed
CL-57630,15/05/2024,DP-561791,Pending
CL-38969,24/08/2024,TZ-71699,Completed
CL-9258,26/01/2024,VE-06054,Pending
CL-53964,18/01/2024,RQ-50717,Pending
CL-38013,31/03/2024,II-616767,In Progress
CL-3028,22/04/2024,UB-49633,Completed
CL-7576,09/04/2024,GP-904645,In Progress
CL-3950,30/08/2024,TJ-26836,In Progress
CL-56215,30/10/2024,XB-29345,Rejected
CL-54917,04/09/2024,EG-893640,Pending
CL-3478,21/08/2024,UB-451636,Pending
CL-25293,23/09/2024,NY-3857,Pending
CL-42312,20/09/2024,PR-217090,Rejected
CL-95205,19/04/2024,MS-43341,In Progress
CL-5493,14/06/2024,GA-447289,Pending
CL-13265,21/03/2024,PB-499114,In Progress
CL-2291,27/02/2024,NR-1145,In Progress
CL-82931,18/04/2024,MF-738852,Rejected
CL-11892,30/08/2024,UG-146756,In Progress
CL-90022,19/08/2024,JG-56315,Completed
CL-33936,20/04/2024,TA-70569,Pending
CL-63338,30/01/2024,VE-0583,Rejected
CL-62986,27/02/2024,ZP-1219,Completed
CL-6420,25/05/2024,ZR-76169,Pending
CL-3675,10/01/2024,SL-01864,Completed
CL-58256,20/05/2024,VM-0186,Pending
CL-7185,13/06/2024,RU-13815,Pending
CL-55714,02/09/2024,KH-23273,Pending
CL-29883,04/01/2024,HG-262005,Pending
CL-77708,01/01/2024,NG-859682,Pending
CL-95168,06/05/2024,DO-088327,Completed
CL-95873,16/08/2024,JI-55706,Pending
CL-7211,22/08/2024,PI-12299,Pending
CL-92732,04/03/2024,MI-8730,Pending
CL-15675,26/06/2024,AR-993224,Completed
CL-5884,27/10/2024,MP-0241,Rejected
CL-2489,22/01/2024,FX-0029,Rejected
CL-89405,24/02/2024,TN-850157,Pending
CL-4188,09/02/2024,VK-599198,Completed
CL-19685,02/02/2024,WS-198724,Completed
CL-64390,15/10/2024,IC-2787,Rejected
CL-46979,26/08/2024,QN-3360,In Progress
CL-3608,09/06/2024,WS-59928,Pending
CL-69723,08/08/2024,PO-72195,Pending
CL-1058,19/10/2024,PC-7966,Completed
CL-49232,30/09/2024,DO-4382,Rejected
CL-40520,27/02/2024,LM-63280,Completed
CL-1097,20/08/2024,LY-59787,In Progress
CL-90422,12/10/2024,YL-627000,In Progress
CL-3690,29/05/2024,RQ-55054,In Progress
CL-33241,24/09/2024,UJ-38810,In Progress
CL-97907,03/10/2024,PP-8636,Rejected
CL-4694,01/06/2024,SI-12179,Pending
CL-67497,31/01/2024,GL-29720,In Progress
CL-96092,21/10/2024,FV-8983,Rejected
CL-46330,20/03/2024,BO-06913,In Progress
CL-89934,18/10/2024,PU-030402,Completed
CL-27482,06/07/2024,KV-25035,Pending
CL-93353,21/07/2024,CK-446448,Pending
CL-35701,11/01/2024,PZ-8340,Pending
CL-6628,01/05/2024,DS-41876,Pending
CL-11849,30/06/2024,PS-1153,Completed
CL-78156,13/10/2024,JF-025155,Completed
CL-8792,25/07/2024,BV-40606,Completed
CL-83808,05/01/2024,XN-9624,Rejected
CL-5813,20/02/2024,WZ-167204,Completed
CL-70396,07/10/2024,AJ-039948,Pending
CL-5388,20/02/2024,KH-4411,In Progress
CL-21979,08/08/2024,OB-90781,In Progress
CL-9194,04/02/2024,DA-04805,Rejected
CL-30938,20/08/2024,QB-361051,Completed
CL-6622,27/05/2024,OK-423764,Pending
CL-66615,16/07/2024,DO-95083,In Progress
CL-25150,08/02/2024,ZJ-53025,In Progress
CL-12540,14/05/2024,TC-8687,Pending
CL-7140,12/06/2024,YB-3526,In Progress
CL-36108,19/09/2024,KW-7296,Rejected
CL-88866,26/02/2024,WX-5673,Pending
CL-83984,17/07/2024,RW-770135,In Progress
CL-81040,10/01/2024,TM-701166,Pending
CL-689,09/09/2024,OE-032225,Pending
CL-16648,30/08/2024,BP-15474,In Progress
CL-1356,30/06/2024,OP-169892,Pending
CL-38837,16/10/2024,YH-9052,Completed
CL-2323,02/04/2024,WF-45105,Pending
CL-29176,23/06/2024,TR-8357,In Progress
CL-77866,10/09/2024,WM-2495,In Progress
CL-81648,18/09/2024,TJ-90989,In Progress
CL-37230,16/10/2024,CK-7435,Pending
CL-47914,14/10/2024,EC-5362,Rejected
CL-78663,29/06/2024,WW-72321,Completed
CL-83190,30/10/2024,RR-456219,Completed
CL-20531,10/02/2024,ZK-6801,In Progress
CL-48640,04/03/2024,XL-0073,In Progress
CL-9813,28/03/2024,PU-812973,Pending
CL-60211,29/09/2024,AJ-42604,Completed
CL-77123,11/05/2024,JC-39588,Completed
CL-79437,19/03/2024,CE-5112,Pending
CL-4898,24/05/2024,JA-31011,In Progress
CL-4092,28/09/2024,JX-50013,Completed
CL-34745,12/06/2024,OY-547789,Pending
CL-7856,19/02/2024,DT-0287,Rejected
CL-54888,19/04/2024,FV-9945,Pending
CL-94027,02/07/2024,GS-9514,Pending
CL-10697,19/07/2024,XE-08620,Completed
CL-94257,01/05/2024,RF-7990,Pending
CL-94427,11/06/2024,VU-6724,In Progress
CL-52867,08/07/2024,CV-42356,In Progress
CL-34634,01/04/2024,OK-688192,In Progress
CL-5104,09/07/2024,ZR-1847,Completed
CL-10171,23/05/2024,ZY-88475,Completed
CL-5469,27/06/2024,UB-5717,In Progress
CL-32738,12/09/2024,VS-334053,Completed
CL-6806,19/02/2024,AK-078153,Rejected
CL-9294,02/05/2024,AY-97170,Rejected
CL-5067,09/04/2024,SG-55892,In Progress
CL-9999,02/02/2024,FY-31564,Completed
CL-8001,17/06/2024,SZ-78013,Rejected
CL-69464,02/11/2024,PG-94840,In Progress
CL-66203,13/01/2024,HX-4478,Pending
CL-1419,20/08/2024,WD-0812,Pending
CL-26867,11/03/2024,XZ-368968,Rejected
CL-78166,08/07/2024,MM-81795,Rejected
CL-66509,14/04/2024,QV-95767,Completed
CL-3953,14/05/2024,RK-67127,Completed
CL-3487,07/06/2024,LS-4529,Rejected
CL-6233,24/04/2024,JN-710210,In Progress
CL-39292,17/08/2024,PX-766721,Pending
CL-88149,10/05/2024,IL-768593,In Progress
CL-252,12/03/2024,QX-7262,In Progress
CL-3540,19/04/2024,VS-2242,Pending
CL-41898,05/06/2024,JK-00382,Pending
CL-91969,30/03/2024,ZW-4582,Completed
CL-35224,20/07/2024,PB-30608,In Progress
CL-64855,09/08/2024,ZO-86698,Pending
CL-68512,03/11/2024,KM-4141,Rejected
CL-63462,14/10/2024,BG-789497,Pending
CL-5065,17/10/2024,ER-4377,Pending
CL-30632,03/04/2024,RL-362349,In Progress
CL-53849,16/03/2024,GO-6026,In Progress
CL-80731,27/08/2024,XJ-90967,Rejected
CL-36813,03/04/2024,NZ-28320,Rejected
CL-23623,24/06/2024,FL-058537,Pending
CL-56174,11/11/2024,LS-72493,Rejected
CL-73651,19/05/2024,OA-06935,Rejected
CL-5897,07/07/2024,KN-4128,Pending
CL-4685,02/09/2024,MA-77530,In Progress
CL-78506,03/08/2024,OT-00444,Rejected
CL-55937,11/08/2024,OD-764196,Pending
CL-3039,14/10/2024,BC-00762,Completed
CL-55798,09/08/2024,BA-415816,Rejected
CL-56630,25/08/2024,WV-67929,Rejected
CL-28178,28/07/2024,DE-0149,Pending
CL-18771,31/01/2024,FK-5736,Completed
CL-68070,01/08/2024,IJ-9273,Completed
CL-60024,17/05/2024,AJ-944166,Completed
CL-82256,17/07/2024,HM-19233,Completed
CL-85598,10/08/2024,RN-2166,Pending
CL-2082,05/10/2024,JM-49371,In Progress
CL-1418,12/10/2024,KT-4675,Rejected
CL-640,10/05/2024,MP-963905,Rejected
CL-52389,25/01/2024,NE-6723,Pending
CL-66819,12/08/2024,BC-19793,Completed
CL-80295,15/06/2024,CV-4459,Rejected
CL-79115,31/10/2024,ZD-2022,In Progress
CL-35531,22/10/2024,GA-16695,Completed
CL-32332,29/09/2024,SE-2844,Completed
CL-90268,09/05/2024,VS-378270,Pending
CL-21571,16/06/2024,MG-346412,Pending
CL-4886,23/07/2024,IJ-56831,In Progress
CL-55579,26/09/2024,YL-8581,Rejected
CL-95317,28/01/2024,BL-65215,Pending
CL-39509,11/11/2024,HX-371595,Completed
CL-477,12/06/2024,LF-9566,In Progress
CL-72412,24/10/2024,XP-952642,Completed
CL-28198,16/10/2024,HU-570260,Completed
CL-63482,12/10/2024,IS-32880,Rejected
CL-9169,19/07/2024,FZ-2743,Rejected
CL-29309,15/03/2024,SI-48032,Rejected
CL-4162,27/01/2024,FQ-623569,In Progress
CL-36438,17/05/2024,JU-867941,Completed
CL-70888,23/03/2024,YI-9589,In Progress
CL-80310,15/04/2024,BW-072320,Pending
CL-62504,16/05/2024,NO-130144,Rejected
CL-95906,15/08/2024,XR-60830,Pending
CL-5767,20/07/2024,FQ-52535,Pending
CL-3844,06/03/2024,MA-1369,Pending
CL-316,28/01/2024,SM-41672,Completed
CL-62050,13/09/2024,OR-0621,Rejected
CL-97223,02/08/2024,XL-252005,Rejected
CL-63968,22/01/2024,WG-9825,Rejected
CL-76535,14/09/2024,XK-321469,Rejected
CL-85702,04/11/2024,QY-08514,Rejected
CL-71696,12/01/2024,UV-80723,Pending
CL-80628,16/05/2024,OQ-3083,Rejected
CL-6932,10/07/2024,ND-423287,Completed
CL-97793,24/06/2024,YM-510457,Completed
CL-59328,11/10/2024,SR-54020,Rejected
CL-5305,29/05/2024,OC-402832,Rejected
CL-30427,25/03/2024,WG-525664,Rejected
CL-16491,19/02/2024,HB-31813,Rejected
CL-73314,04/10/2024,HU-7741,Pending
CL-25579,15/03/2024,SF-26548,In Progress
CL-58139,05/08/2024,ST-896336,In Progress
CL-10568,21/06/2024,QB-22356,Completed
CL-9397,20/10/2024,ZT-005636,Rejected
CL-72943,19/09/2024,VB-3780,In Progress
CL-98062,14/08/2024,DF-2100,Rejected
CL-59653,28/03/2024,KQ-130065,In Progress
CL-79222,30/05/2024,YG-2767,Pending
CL-15449,21/07/2024,TO-303284,Completed
CL-78032,27/08/2024,XQ-15000,Completed
CL-16966,20/09/2024,LT-695959,Pending
CL-96405,25/05/2024,YQ-8194,Pending
CL-3883,25/09/2024,ZQ-248092,Pending
CL-72930,25/10/2024,TI-225496,Completed
CL-421,30/03/2024,RD-3953,Pending
CL-9550,06/09/2024,VW-459278,In Progress
CL-72229,30/06/2024,DS-036897,Rejected
CL-37113,19/08/2024,IK-537226,In Progress
CL-2027,23/01/2024,PA-7917,Rejected
CL-53286,04/01/2024,JI-314320,In Progress
CL-75932,26/06/2024,LA-43118,Pending
CL-41992,09/04/2024,TC-80948,Completed
CL-38816,28/10/2024,JA-49618,Completed
CL-9264,20/08/2024,MR-81117,Rejected
CL-4619,06/08/2024,FD-06318,Pending
CL-47657,02/07/2024,BW-556824,Completed
CL-60671,19/02/2024,LM-4377,Pending
CL-76896,18/07/2024,MA-13385,Pending
CL-5800,30/04/2024,FG-7719,Completed
CL-7302,29/10/2024,JS-4045,Rejected
CL-90849,15/07/2024,PD-239162,In Progress
CL-2175,04/05/2024,RC-308294,Completed
CL-5675,27/06/2024,WE-654300,Rejected
CL-5999,14/05/2024,FP-4675,Pending
CL-44750,30/03/2024,VU-8812,Pending
CL-20238,23/08/2024,LD-32885,In Progress
CL-89178,19/09/2024,XV-20155,Pending
CL-78222,22/03/2024,AM-723743,In Progress
CL-1456,10/11/2024,IM-638769,Completed
CL-5907,04/01/2024,SD-8152,In Progress
CL-58539,17/10/2024,UH-318767,Rejected
CL-50541,13/03/2024,QX-855061,In Progress
CL-77371,18/07/2024,MX-1005,Completed
CL-8822,31/07/2024,FE-80211,Pending
CL-94047,07/01/2024,YT-729896,In Progress
CL-6956,17/08/2024,YL-243196,Completed
CL-29206,19/01/2024,OD-08697,Pending
CL-74748,11/06/2024,TH-1249,Rejected
CL-48016,24/05/2024,OJ-473457,Rejected
CL-37875,29/02/2024,ZU-86709,Pending
CL-5823,09/08/2024,YD-29395,Rejected
CL-85163,09/10/2024,XW-4328,Rejected
CL-1819,28/07/2024,JJ-607508,In Progress
CL-6513,31/08/2024,BT-3686,In Progress
CL-76077,04/06/2024,JV-310471,Completed
CL-28094,28/04/2024,IU-569178,Rejected
CL-95654,01/01/2024,RF-4039,In Progress
CL-75132,02/05/2024,MB-808195,Pending
CL-1283,22/03/2024,MB-2447,Completed
CL-10309,29/01/2024,SF-30516,Rejected
CL-90756,31/07/2024,HI-04005,Pending
CL-7753,27/09/2024,QV-352185,Rejected
CL-37007,05/04/2024,PF-9027,Pending
CL-42747,25/03/2024,AF-967933,Rejected
CL-79791,05/10/2024,TJ-269163,Completed
CL-77173,07/05/2024,JO-927207,Pending
CL-87633,11/04/2024,MV-34435,In Progress
CL-43342,26/10/2024,YR-6986,Pending
CL-94333,17/05/2024,ZI-061229,Completed
CL-5931,22/07/2024,KQ-97520,Rejected
CL-84259,12/05/2024,MK-213295,Rejected
CL-89505,14/01/2024,LK-768656,Completed
CL-53320,17/02/2024,KL-160015,Completed
CL-30058,20/04/2024,PD-8482,Rejected
CL-78535,12/02/2024,OL-027701,Pending
CL-1796,21/09/2024,JR-261261,Rejected
CL-85407,22/08/2024,EM-271756,Rejected
CL-14173,12/11/2024,JC-10932,In Progress
CL-16344,07/04/2024,EC-6958,Rejected
CL-7514,22/08/2024,AY-191950,Rejected
CL-50035,22/06/2024,IQ-48649,Rejected
CL-6899,03/06/2024,WC-564280,In Progress
CL-72768,11/06/2024,EC-0750,Rejected
CL-64054,07/02/2024,EU-69627,In Progress
CL-97190,13/06/2024,TN-964207,Completed
CL-91637,16/05/2024,ED-0406,Completed
CL-2251,10/03/2024,UE-91255,Completed
CL-56291,22/05/2024,VU-86672,Rejected
CL-73217,13/02/2024,FI-045241,In Progress
CL-99802,17/10/2024,HU-6674,Pending
CL-8685,10/09/2024,ZC-873563,In Progress
CL-52863,02/04/2024,ZO-78677,Completed
CL-76164,27/07/2024,GA-564274,Completed
CL-30744,18/01/2024,ES-51313,In Progress
CL-92864,15/01/2024,ZM-80251,Pending
CL-81378,26/10/2024,OZ-54501,Completed
CL-72343,09/06/2024,KX-36210,In Progress
CL-2275,12/04/2024,IV-181744,Completed
CL-72166,30/06/2024,KI-639840,Completed
CL-1465,18/08/2024,SQ-8896,In Progress
CL-50895,25/02/2024,GV-8539,In Progress
CL-31972,13/03/2024,HO-57582,Pending
CL-5267,25/07/2024,IJ-2417,Completed
CL-8879,24/10/2024,ZL-5205,Rejected
CL-19803,16/07/2024,BS-49546,In Progress
CL-53894,22/03/2024,IY-2158,In Progress
CL-97640,14/01/2024,LV-16423,In Progress
CL-14412,04/01/2024,XO-89836,Rejected
CL-26488,08/03/2024,BK-1028,In Progress
CL-65519,06/01/2024,VT-79494,Pending
CL-1612,12/01/2024,AF-9422,In Progress
CL-59998,12/07/2024,DF-78712,In Progress
CL-32097,06/11/2024,DE-71339,Pending
CL-7155,21/04/2024,CD-84697,Pending
CL-57648,11/09/2024,QD-59933,Pending
CL-22601,10/11/2024,GF-0798,Pending
CL-37494,07/10/2024,TY-6335,In Progress
CL-51231,09/06/2024,ND-3317,In Progress
CL-21027,10/11/2024,WS-27016,Rejected
CL-89365,14/09/2024,QD-2513,In Progress
CL-12868,06/02/2024,EW-53819,Rejected
CL-70864,22/10/2024,IL-7406,Pending
CL-6256,05/10/2024,SE-3418,Completed
CL-46771,08/08/2024,IB-111035,In Progress
CL-7279,06/01/2024,ZA-3136,In Progress
CL-5108,22/08/2024,IP-85608,In Progress
CL-45927,07/09/2024,CX-919324,Completed
CL-2343,11/01/2024,LN-2323,Rejected
CL-6730,24/09/2024,GQ-2261,In Progress
CL-4844,23/10/2024,AS-167825,In Progress
CL-96852,28/06/2024,VR-86590,Completed
CL-1952,13/10/2024,ER-4597,Rejected
CL-3317,04/10/2024,QS-1611,Rejected
CL-1368,22/02/2024,EI-1304,Pending
CL-23702,08/11/2024,ZL-85800,Completed
CL-12979,17/06/2024,MS-2421,Pending
CL-53367,10/08/2024,NW-77045,Rejected
CL-28529,08/10/2024,YR-4191,Rejected
CL-40510,01/05/2024,XK-1986,Completed
CL-4437,23/09/2024,KI-68573,In Progress
CL-96746,26/02/2024,DK-6244,Rejected
CL-61581,12/01/2024,ZP-7349,Completed
CL-19975,30/04/2024,KY-5159,In Progress
CL-81132,18/08/2024,WX-70763,Rejected
CL-81588,12/08/2024,AC-7600,Pending
CL-73769,26/02/2024,KG-9112,Rejected
CL-27891,05/11/2024,KN-80063,In Progress
CL-25843,07/04/2024,QS-8468,In Progress
CL-18414,07/02/2024,DW-053296,In Progress
CL-10078,27/05/2024,VZ-77689,Rejected
CL-62331,27/02/2024,KZ-7194,Completed
CL-56199,30/03/2024,QI-332630,Rejected
CL-5477,18/06/2024,OP-2344,Pending
CL-10880,28/09/2024,TK-3701,Rejected
CL-87807,24/08/2024,JC-374527,In Progress
CL-80077,18/03/2024,LY-497875,In Progress
CL-8289,07/02/2024,XH-243592,Rejected
CL-98561,21/09/2024,JR-58420,Completed
CL-73484,14/01/2024,YS-0063,Pending
CL-59028,23/06/2024,WV-3152,In Progress
CL-86583,18/06/2024,NL-158264,Completed
CL-84689,01/07/2024,XI-879324,Completed
CL-89892,06/03/2024,IF-3903,In Progress
CL-33025,23/03/2024,LK-207182,Pending
CL-6712,22/05/2024,DB-547501,Completed
CL-2656,12/08/2024,TI-497462,Rejected
CL-23354,16/06/2024,AC-864095,Rejected
CL-88210,18/05/2024,CK-8060,Completed
CL-71880,06/01/2024,EG-340262,Completed
CL-5689,14/07/2024,TL-50811,Completed
CL-12456,02/07/2024,BG-7558,In Progress
CL-63905,03/03/2024,UV-4132,Pending
CL-64177,14/06/2024,LF-16534,Pending
CL-5292,04/08/2024,GF-443477,Pending
CL-7935,27/10/2024,AY-9862,In Progress
CL-67516,04/02/2024,YQ-632351,Rejected
CL-24798,05/03/2024,VG-08619,Rejected
CL-1183,14/04/2024,GQ-110154,Rejected
CL-97786,02/10/2024,TF-77224,Pending
CL-1519,22/10/2024,ZX-74396,In Progress
CL-2609,15/01/2024,DB-0322,Pending
CL-54867,14/07/2024,XO-99993,Pending
CL-83340,06/09/2024,AY-0237,Completed
CL-90354,09/06/2024,QL-22335,Pending
CL-9596,03/01/2024,JZ-361316,In Progress
CL-30996,31/01/2024,FU-38155,Rejected
CL-62503,24/01/2024,XO-983618,Pending
CL-1294,01/09/2024,WE-975513,Rejected
CL-36297,16/06/2024,UW-187388,Rejected
CL-36675,12/09/2024,DI-27153,In Progress
CL-51212,01/09/2024,OS-6640,Rejected
CL-5257,17/09/2024,OQ-119675,Rejected
CL-47840,16/05/2024,TY-9652,In Progress
CL-79779,10/08/2024,XU-653822,In Progress
CL-23553,09/03/2024,LV-9092,Rejected
CL-7921,07/09/2024,OD-43046,Rejected
CL-61332,10/03/2024,NO-43233,In Progress
CL-84801,03/11/2024,QH-457807,Pending
CL-47156,28/03/2024,FG-5689,In Progress
CL-85186,21/07/2024,XE-70161,In Progress
CL-83050,02/02/2024,LH-6263,Completed
CL-26577,27/05/2024,LV-25401,Pending
CL-41675,06/03/2024,RY-5032,Pending
CL-2797,24/02/2024,VI-0216,Rejected
CL-98311,10/11/2024,LR-16056,Completed
CL-22444,04/09/2024,CT-217030,In Progress
CL-38522,19/04/2024,OZ-27318,In Progress
CL-57605,24/09/2024,EM-44900,In Progress
CL-41456,24/04/2024,IV-1756,Rejected
CL-9196,12/04/2024,HH-539373,Completed
CL-9851,31/01/2024,IO-61587,Pending
CL-8292,14/04/2024,QC-411831,Pending
CL-5229,04/03/2024,SA-2960,Pending
CL-2758,18/08/2024,AY-262892,Completed
CL-84205,29/05/2024,TP-85990,In Progress
CL-10351,12/03/2024,MJ-15673,Completed
CL-51613,24/10/2024,RA-0588,Pending
CL-24157,20/01/2024,DF-1025,Pending
CL-2138,04/02/2024,LF-4290,In Progress
CL-7828,18/08/2024,QX-483723,Pending
CL-73996,04/01/2024,WV-241659,Pending
CL-8610,13/09/2024,IY-706855,In Progress
CL-9167,24/03/2024,LL-9056,Rejected
CL-34012,16/08/2024,NB-376708,Rejected
CL-79715,08/05/2024,GI-83111,Pending
CL-5543,13/01/2024,TU-25263,Rejected
CL-16608,26/08/2024,PH-643941,In Progress
CL-76424,15/05/2024,OG-452364,Rejected
CL-21840,16/08/2024,NA-93079,Rejected
CL-13329,04/10/2024,DJ-05385,In Progress
CL-97515,03/07/2024,YG-83086,Pending
CL-32013,06/08/2024,AQ-3735,In Progress
CL-36705,09/05/2024,FO-7176,Completed
CL-90203,23/04/2024,OW-324445,Pending
CL-8109,15/02/2024,YY-26054,In Progress
CL-48589,26/07/2024,OE-075925,Rejected
CL-79395,01/11/2024,TM-5362,Completed
CL-16912,25/01/2024,LQ-069112,Rejected
CL-45097,25/01/2024,LF-97159,Completed
CL-517,18/08/2024,JS-52240,Completed
CL-5751,08/11/2024,VZ-6444,In Progress
CL-4066,02/11/2024,WG-80695,In Progress
CL-81360,08/05/2024,EY-63418,Rejected
CL-27118,10/07/2024,MR-0841,In Progress
CL-91765,21/06/2024,YQ-5166,In Progress
CL-69475,11/06/2024,GX-28214,In Progress
CL-6103,21/07/2024,RA-1868,In Progress
CL-76575,30/03/2024,TJ-62064,Rejected
CL-7770,11/09/2024,CG-28263,In Progress
CL-4369,29/10/2024,OV-988494,In Progress
CL-19038,18/10/2024,EB-1818,Pending
CL-10481,28/04/2024,AJ-05123,Pending
CL-41358,24/03/2024,NT-47013,Completed
